,Unnamed: 0,property_link,suburb,address,property_type,price,closest_school,Bedrooms,Bathrooms,Garages
1518,1520,https://www.domain.com.au/6-33-princes-street-port-melbourne-vic-3207-16103943,PORT MELBOURNE VIC 3207,"6/33 Princes Street, PORT MELBOURNE VIC 3207",1,520,0.5,2,1,1
1519,1521,https://www.domain.com.au/9-4-normanby-street-windsor-vic-3181-16103941,WINDSOR VIC 3181,"9/4 Normanby Street, WINDSOR VIC 3181",1,330,0.6,1,1,1
1520,1522,https://www.domain.com.au/604-8c-evergreen-mews-armadale-vic-3143-15223873,ARMADALE VIC 3143,"604/8c Evergreen Mews, ARMADALE VIC 3143",1,690,0.3,2,2,2
1521,1523,https://www.domain.com.au/513-118-franklin-street-melbourne-vic-3000-15397839,MELBOURNE VIC 3000,"513/118 Franklin Street, MELBOURNE VIC 3000",1,450,1.2,2,1,0
1522,1524,https://www.domain.com.au/11-800-warrigal-road-malvern-east-vic-3145-10955743,MALVERN EAST VIC 3145,"11/800 Warrigal Road, MALVERN EAST VIC 3145",1,320,0.4,2,1,1
1523,1525,https://www.domain.com.au/208-4-8-breese-street-brunswick-vic-3056-14837316,BRUNSWICK VIC 3056,"208/4-8 Breese Street, BRUNSWICK VIC 3056",1,420,0.9,2,1,1
1524,1526,https://www.domain.com.au/2-124-125-station-street-aspendale-vic-3195-16103923,ASPENDALE VIC 3195,"2/124-125 Station Street, ASPENDALE VIC 3195",1,450,0.6,2,1,1
1525,1527,https://www.domain.com.au/7-34-pender-street-thornbury-vic-3071-16103922,THORNBURY VIC 3071,"7/34 Pender Street, THORNBURY VIC 3071",1,330,1.5,1,1,1
1526,1528,https://www.domain.com.au/3-34-osborne-avenue-glen-iris-vic-3146-16103920,GLEN IRIS VIC 3146,"3/34 Osborne Avenue, GLEN IRIS VIC 3146",1,500,1.2,3,1,1
1527,1529,https://www.domain.com.au/205-95-ormond-road-elwood-vic-3184-16085196,ELWOOD VIC 3184,"205/95 Ormond Road, ELWOOD VIC 3184",1,410,0.4,1,1,1
1528,1530,https://www.domain.com.au/912-15-clifton-street-prahran-vic-3181-16103902,PRAHRAN VIC 3181,"912/15 Clifton Street, PRAHRAN VIC 3181",1,430,0.3,1,1,1
1529,1531,https://www.domain.com.au/g04-569-whitehorse-road-mitcham-vic-3132-16103897,MITCHAM VIC 3132,"G04/569 Whitehorse Road, MITCHAM VIC 3132",1,425,0.7,2,2,1
1530,1532,https://www.domain.com.au/2013-3-yarra-street-south-yarra-vic-3141-15274534,SOUTH YARRA VIC 3141,"2013/3 Yarra Street, SOUTH YARRA VIC 3141",1,620,1.5,2,1,1
1531,1533,https://www.domain.com.au/611-227-toorak-road-south-yarra-vic-3141-16103881,SOUTH YARRA VIC 3141,"611/227 Toorak Road, SOUTH YARRA VIC 3141",1,450,1.4,1,1,1
1532,1534,https://www.domain.com.au/102-15-queens-road-melbourne-vic-3004-14376752,MELBOURNE VIC 3004,"102/15 Queens Road, MELBOURNE VIC 3004",1,650,1,2,2,2
1533,1535,https://www.domain.com.au/1c-dalmor-street-parkdale-vic-3195-16103868,PARKDALE VIC 3195,"1c Dalmor Street, PARKDALE VIC 3195",1,310,0.6,1,1,0
1534,1536,https://www.domain.com.au/112-124-palmerston-street-carlton-vic-3053-16103862,CARLTON VIC 3053,"112/124 Palmerston Street, CARLTON VIC 3053",1,500,0.2,2,1,0
1535,1537,https://www.domain.com.au/4-99-beach-street-frankston-vic-3199-16103858,FRANKSTON VIC 3199,"4/99 Beach Street, FRANKSTON VIC 3199",1,270,1,1,1,0
1536,1538,https://www.domain.com.au/407-31-grattan-street-prahran-vic-3181-14222956,PRAHRAN VIC 3181,"407/31 Grattan Street, PRAHRAN VIC 3181",1,410,0.5,1,1,1
1537,1539,https://www.domain.com.au/3-52-elder-street-watsonia-vic-3087-12168513,WATSONIA VIC 3087,"3/52 Elder Street, WATSONIA VIC 3087",1,310,0.6,1,1,1
1538,1540,https://www.domain.com.au/5-12-brophy-street-brown-hill-vic-3350-16103840,BROWN HILL VIC 3350,"5/12 Brophy Street, BROWN HILL VIC 3350",1,260,0.1,2,1,1
1539,1541,https://www.domain.com.au/808-250-city-road-southbank-vic-3006-16103830,SOUTHBANK VIC 3006,"808/250 City Road, SOUTHBANK VIC 3006",1,575,0.7,2,1,1
1540,1542,https://www.domain.com.au/6-14-16-mcclares-road-vermont-vic-3133-16103828,VERMONT VIC 3133,"6/14-16 McClares Road, VERMONT VIC 3133",1,380,0.7,2,1,1
1541,1543,https://www.domain.com.au/2-39-heller-street-brunswick-west-vic-3055-16103826,BRUNSWICK WEST VIC 3055,"2/39 Heller Street, BRUNSWICK WEST VIC 3055",1,330,0.7,1,1,1
1542,1544,https://www.domain.com.au/207-11-13-jackson-street-st-kilda-vic-3182-16103822,ST KILDA VIC 3182,"207/11-13 Jackson Street, ST KILDA VIC 3182",1,700,0.5,2,2,2
1543,1545,https://www.domain.com.au/108-139-143-bouverie-street-carlton-vic-3053-16100726,CARLTON VIC 3053,"108/139-143 Bouverie Street, CARLTON VIC 3053",1,260,0.7,1,1,0
1544,1546,https://www.domain.com.au/2a-thelma-street-nunawading-vic-3131-16103813,NUNAWADING VIC 3131,"2A Thelma Street, NUNAWADING VIC 3131",1,400,0.7,3,1,1
1545,1547,https://www.domain.com.au/1-150-south-valley-road-highton-vic-3216-16103810,HIGHTON VIC 3216,"1/150 South Valley Road, HIGHTON VIC 3216",1,380,0.8,2,1,1
1546,1548,https://www.domain.com.au/21-5-thompson-road-patterson-lakes-vic-3197-13769382,PATTERSON LAKES VIC 3197,"21/5 Thompson Road, PATTERSON LAKES VIC 3197",1,430,0.3,2,1,1
1547,1549,https://www.domain.com.au/c306-11-shamrock-street-abbotsford-vic-3067-16103805,ABBOTSFORD VIC 3067,"C306/11 Shamrock Street, ABBOTSFORD VIC 3067",1,550,0.5,2,2,1
1548,1550,https://www.domain.com.au/4502-160-victoria-st-carlton-vic-3053-16103794,CARLTON VIC 3053,"4502/160 Victoria St, CARLTON VIC 3053",1,680,0.8,2,1,0
1549,1551,https://www.domain.com.au/2-8-dooen-road-horsham-vic-3400-15354286,HORSHAM VIC 3400,"2/8 Dooen Road, HORSHAM VIC 3400",1,325,0.8,2,1,1
1550,1552,https://www.domain.com.au/20-523-burwood-road-hawthorn-vic-3122-16103788,HAWTHORN VIC 3122,"20/523 Burwood Road, HAWTHORN VIC 3122",1,550,0,2,2,2
1551,1553,https://www.domain.com.au/1-3-guthrie-street-brunswick-west-vic-3055-16103784,BRUNSWICK WEST VIC 3055,"1/3 Guthrie Street, BRUNSWICK WEST VIC 3055",1,320,0.4,1,1,1
1552,1554,https://www.domain.com.au/2-520-moreland-road-brunswick-vic-3056-16103778,BRUNSWICK VIC 3056,"2/520 Moreland Road, BRUNSWICK VIC 3056",1,360,0.7,2,1,1
1553,1555,https://www.domain.com.au/4-62-64-francis-street-yarraville-vic-3013-16103770,YARRAVILLE VIC 3013,"4/62-64 Francis Street, YARRAVILLE VIC 3013",1,265,0.9,2,1,0
1554,1556,https://www.domain.com.au/1101-77-river-street-south-yarra-vic-3141-15537769,SOUTH YARRA VIC 3141,"1101/77 River Street, SOUTH YARRA VIC 3141",1,540,0.8,2,1,1
1555,1557,https://www.domain.com.au/3-1-alexandra-avenue-south-yarra-vic-3141-16103763,SOUTH YARRA VIC 3141,"3/1 Alexandra Avenue, SOUTH YARRA VIC 3141",1,875,1.4,2,2,2
1556,1558,https://www.domain.com.au/g02-178-union-rd-surrey-hills-vic-3127-16103762,SURREY HILLS VIC 3127,"G02/178 Union Rd, SURREY HILLS VIC 3127",1,390,0.5,1,1,1
1557,1559,https://www.domain.com.au/d206-42-hutchinson-street-brunswick-east-vic-3057-16103760,BRUNSWICK EAST VIC 3057,"D206/42 Hutchinson Street, BRUNSWICK EAST VIC 3057",1,550,0.7,2,2,1
1558,1560,https://www.domain.com.au/d206-42-hutchinson-street-brunswick-east-vic-3057-16103760,BRUNSWICK EAST VIC 3057,"D206/42 Hutchinson Street, BRUNSWICK EAST VIC 3057",1,550,0.7,2,2,1
1559,1561,https://www.domain.com.au/1205-77-river-street-south-yarra-vic-3141-14520896,SOUTH YARRA VIC 3141,"1205/77 River Street, SOUTH YARRA VIC 3141",1,540,0.8,2,1,1
1560,1562,https://www.domain.com.au/level-2-5-9-martin-street-heidelberg-vic-3084-16103734,HEIDELBERG VIC 3084,"Level 2, 5/9 Martin Street, HEIDELBERG VIC 3084",1,440,0.7,1,1,1
1561,1563,https://www.domain.com.au/3209-60-kavanagh-street-southbank-vic-3006-16103733,SOUTHBANK VIC 3006,"3209/60 Kavanagh Street, SOUTHBANK VIC 3006",1,650,1.1,2,2,1
1562,1564,https://www.domain.com.au/5-48-farnham-street-flemington-vic-3031-16103716,FLEMINGTON VIC 3031,"5/48 Farnham Street, FLEMINGTON VIC 3031",1,310,0.2,1,1,1
1563,1565,https://www.domain.com.au/302-3-duggan-street-brunswick-west-vic-3055-16103714,BRUNSWICK WEST VIC 3055,"302/3 Duggan Street, BRUNSWICK WEST VIC 3055",1,420,0.4,2,1,1
1564,1566,https://www.domain.com.au/106-154-elgar-road-box-hill-south-vic-3128-16103707,BOX HILL SOUTH VIC 3128,"106/154 Elgar Road, BOX HILL SOUTH VIC 3128",1,470,1.3,2,2,1
1565,1567,https://www.domain.com.au/14-13-rosedale-ave-glen-huntly-vic-3163-16103695,GLEN HUNTLY VIC 3163,"14/13 Rosedale Ave, GLEN HUNTLY VIC 3163",1,285,0.4,1,1,1
1566,1568,https://www.domain.com.au/803-222-bay-road-sandringham-vic-3191-16103691,SANDRINGHAM VIC 3191,"803/222 Bay Road, SANDRINGHAM VIC 3191",1,390,0.3,1,1,1
1567,1569,https://www.domain.com.au/217-222-bay-road-sandringham-vic-3191-16103690,SANDRINGHAM VIC 3191,"217/222 Bay Road, SANDRINGHAM VIC 3191",1,390,0.3,1,1,1
1568,1570,https://www.domain.com.au/10-2-4-baker-street-malvern-east-vic-3145-16103677,MALVERN EAST VIC 3145,"10/2-4 Baker Street, MALVERN EAST VIC 3145",1,450,0.9,2,1,1
1569,1571,https://www.domain.com.au/204-956-mt-alexander-road-essendon-vic-3040-16103672,ESSENDON VIC 3040,"204/956 Mt Alexander Road, ESSENDON VIC 3040",1,420,0.4,2,1,1
1570,1572,https://www.domain.com.au/4-35-marne-street-south-yarra-vic-3141-16103633,SOUTH YARRA VIC 3141,"4/35 Marne Street, SOUTH YARRA VIC 3141",1,700,0.6,2,1,1
1571,1573,https://www.domain.com.au/49-5-thompson-road-patterson-lakes-vic-3197-16103627,PATTERSON LAKES VIC 3197,"49/5 Thompson Road, PATTERSON LAKES VIC 3197",1,395,0.3,1,1,1
1572,1574,https://www.domain.com.au/102-8-burnley-street-richmond-vic-3121-16103625,RICHMOND VIC 3121,"102/8 Burnley Street, RICHMOND VIC 3121",1,425,0.4,1,1,1
1573,1575,https://www.domain.com.au/7-23-william-street-south-yarra-vic-3141-16103621,SOUTH YARRA VIC 3141,"7/23 William Street, SOUTH YARRA VIC 3141",1,450,1.3,2,1,1
1574,1576,https://www.domain.com.au/609-45-haig-st-southbank-vic-3006-16103620,SOUTHBANK VIC 3006,"609/45 Haig St, SOUTHBANK VIC 3006",1,495,0.4,1,1,1
1575,1577,https://www.domain.com.au/9-18-norris-crescent-bundoora-vic-3083-16103601,BUNDOORA VIC 3083,"9/18 Norris Crescent, BUNDOORA VIC 3083",1,360,0.1,2,1,1
1576,1578,https://www.domain.com.au/5-245-hotham-street-ripponlea-vic-3185-16103600,RIPPONLEA VIC 3185,"5/245 Hotham Street, RIPPONLEA VIC 3185",1,320,0.7,1,1,1
1577,1579,https://www.domain.com.au/4-18-illoura-avenue-ringwood-east-vic-3135-16103591,RINGWOOD EAST VIC 3135,"4/18 Illoura Avenue, RINGWOOD EAST VIC 3135",1,440,0.5,2,1,1
1578,1580,https://www.domain.com.au/708-83-flemington-road-north-melbourne-vic-3051-16103222,NORTH MELBOURNE VIC 3051,"708/83 Flemington Road, NORTH MELBOURNE VIC 3051",1,420,0.2,1,1,0
1579,1581,https://www.domain.com.au/1-59-kemp-avenue-mount-waverley-vic-3149-16103553,MOUNT WAVERLEY VIC 3149,"1/59 Kemp Avenue, MOUNT WAVERLEY VIC 3149",1,510,0.7,3,1,2
1580,1582,https://www.domain.com.au/717-101-tram-road-doncaster-vic-3108-16103524,DONCASTER VIC 3108,"717/101 Tram Road, DONCASTER VIC 3108",1,500,0.5,3,2,1
1581,1583,https://www.domain.com.au/g01-182-barkly-street-st-kilda-vic-3182-16103520,ST KILDA VIC 3182,"G01/182 Barkly Street, ST KILDA VIC 3182",1,480,0.6,2,1,1
1582,1584,https://www.domain.com.au/10-299-burke-road-glen-iris-vic-3146-16103519,GLEN IRIS VIC 3146,"10/299 Burke Road, GLEN IRIS VIC 3146",1,310,1.1,1,1,0
1583,1585,https://www.domain.com.au/1225-43-therry-street-melbourne-vic-3000-16103511,MELBOURNE VIC 3000,"1225/43 Therry Street, MELBOURNE VIC 3000",1,350,1,1,1,0
1584,1586,https://www.domain.com.au/118-864-blackburn-road-clayton-vic-3168-16103508,CLAYTON VIC 3168,"118/864 Blackburn Road, CLAYTON VIC 3168",1,380,1.2,1,1,1
1585,1587,https://www.domain.com.au/202-77-high-street-kew-vic-3101-16103500,KEW VIC 3101,"202/77 High Street, KEW VIC 3101",1,460,0.7,2,2,1
1586,1588,https://www.domain.com.au/21-117-119-ballarat-road-footscray-vic-3011-11791516,FOOTSCRAY VIC 3011,"21/117-119 Ballarat Road, FOOTSCRAY VIC 3011",1,270,0.3,1,1,0
1587,1589,https://www.domain.com.au/709-17-singers-lane-melbourne-vic-3000-16103497,MELBOURNE VIC 3000,"709/17 Singers Lane, MELBOURNE VIC 3000",1,300,1.5,1,1,0
1588,1590,https://www.domain.com.au/4-32-power-street-hawthorn-vic-3122-16103495,HAWTHORN VIC 3122,"4/32 Power Street, HAWTHORN VIC 3122",1,350,0.9,1,1,1
1589,1591,https://www.domain.com.au/6-50-princes-highway-dandenong-vic-3175-16103494,DANDENONG VIC 3175,"6/50 Princes Highway, DANDENONG VIC 3175",1,255,0.4,1,1,1
1590,1592,https://www.domain.com.au/13-hermoine-terrace-epping-vic-3076-16103490,EPPING VIC 3076,"13 Hermoine Terrace, EPPING VIC 3076",1,385,1.4,2,1,2
1591,1593,https://www.domain.com.au/2804-35-malcolm-street-south-yarra-vic-3141-16103488,SOUTH YARRA VIC 3141,"2804/35 Malcolm Street, SOUTH YARRA VIC 3141",1,610,0.9,2,1,1
1592,1594,https://www.domain.com.au/304-k6-high-street-windsor-vic-3181-16103484,WINDSOR VIC 3181,"304/K6 High Street, WINDSOR VIC 3181",1,625,0.7,2,2,1
1593,1595,https://www.domain.com.au/204-27-the-avenue-windsor-vic-3181-16103482,WINDSOR VIC 3181,"204/27 The Avenue, WINDSOR VIC 3181",1,425,0.3,1,1,1
1594,1596,https://www.domain.com.au/3-5a-creswick-street-hawthorn-vic-3122-16103480,HAWTHORN VIC 3122,"3/5A Creswick Street, HAWTHORN VIC 3122",1,550,0.5,3,1,1
1595,1597,https://www.domain.com.au/107-7-9-cowra-street-brighton-vic-3186-16103475,BRIGHTON VIC 3186,"107/7-9 Cowra Street, BRIGHTON VIC 3186",1,600,0.7,3,2,2
1596,1598,https://www.domain.com.au/1-82-willow-avenue-rowville-vic-3178-16103472,ROWVILLE VIC 3178,"1/82 Willow Avenue, ROWVILLE VIC 3178",1,450,0.5,3,1,1
1597,1599,https://www.domain.com.au/2312e-888-collins-street-docklands-vic-3008-16103452,DOCKLANDS VIC 3008,"2312E/888 Collins Street, DOCKLANDS VIC 3008",1,410,2.9,1,1,0
1598,1600,https://www.domain.com.au/3-15-college-square-bacchus-marsh-vic-3340-16103433,BACCHUS MARSH VIC 3340,"3/15 College Square, BACCHUS MARSH VIC 3340",1,360,1.3,2,2,1
1599,1601,https://www.domain.com.au/5-5-spencer-street-sebastopol-vic-3356-16103432,SEBASTOPOL VIC 3356,"5/5 Spencer Street, SEBASTOPOL VIC 3356",1,280,0.5,2,1,2
1600,1602,https://www.domain.com.au/11-25-27-hotham-street-east-melbourne-vic-3002-16103426,EAST MELBOURNE VIC 3002,"11/25-27 Hotham Street, EAST MELBOURNE VIC 3002",1,350,0.6,1,1,0
1601,1603,https://www.domain.com.au/2-424-toorak-road-toorak-vic-3142-16103422,TOORAK VIC 3142,"2/424 Toorak Road, TOORAK VIC 3142",1,550,0.5,3,3,0
1602,1604,https://www.domain.com.au/2-47-brighton-road-st-kilda-vic-3182-16103420,ST KILDA VIC 3182,"2/47 Brighton Road, ST KILDA VIC 3182",1,400,0.7,2,1,1
1603,1605,https://www.domain.com.au/1-56-eames-avenue-brooklyn-vic-3012-16103400,BROOKLYN VIC 3012,"1/56 Eames Avenue, BROOKLYN VIC 3012",1,460,4.7,2,1,1
1604,1606,https://www.domain.com.au/6-230-dawson-street-brunswick-west-vic-3055-16103397,BRUNSWICK WEST VIC 3055,"6/230 Dawson Street, BRUNSWICK WEST VIC 3055",1,375,0.3,2,1,1
1605,1607,https://www.domain.com.au/402-64-keilor-rd-essendon-north-vic-3041-16103396,ESSENDON NORTH VIC 3041,"402/64 Keilor Rd, ESSENDON NORTH VIC 3041",1,380,0.3,2,1,1
1606,1608,https://www.domain.com.au/7-99-spray-street-elwood-vic-3184-16103380,ELWOOD VIC 3184,"7/99 Spray Street, ELWOOD VIC 3184",1,400,0.2,2,1,1
1607,1609,https://www.domain.com.au/4-5-haven-court-norlane-vic-3214-16103375,NORLANE VIC 3214,"4/5 Haven Court, NORLANE VIC 3214",1,320,1.7,2,1,1
1608,1610,https://www.domain.com.au/103c-1-manna-gum-court-coburg-vic-3058-16103364,COBURG VIC 3058,"103C/1 Manna Gum Court, COBURG VIC 3058",1,400,0.5,2,2,1
1609,1611,https://www.domain.com.au/1-27-green-street-kilmore-vic-3764-10239289,KILMORE VIC 3764,"1/27 GREEN STREET, KILMORE VIC 3764",1,380,1.3,3,2,2
1610,1612,https://www.domain.com.au/2-55-avoca-street-south-yarra-vic-3141-16103349,SOUTH YARRA VIC 3141,"2/55 Avoca Street, SOUTH YARRA VIC 3141",1,630,0.7,2,2,1
1611,1613,https://www.domain.com.au/1907-245-city-road-southbank-vic-3006-16103341,SOUTHBANK VIC 3006,"1907/245 City Road, SOUTHBANK VIC 3006",1,560,0.6,2,1,0
1612,1614,https://www.domain.com.au/1908-6-joseph-road-footscray-vic-3011-15399494,FOOTSCRAY VIC 3011,"1908/6 Joseph Road, FOOTSCRAY VIC 3011",1,410,1.1,1,1,1
1613,1615,https://www.domain.com.au/1-15-melbourne-street-murrumbeena-vic-3163-16103337,MURRUMBEENA VIC 3163,"1/15 Melbourne Street, MURRUMBEENA VIC 3163",1,500,0.4,2,1,1
1614,1616,https://www.domain.com.au/2514-628-flinders-street-docklands-vic-3008-16103336,DOCKLANDS VIC 3008,"2514/628 Flinders Street, DOCKLANDS VIC 3008",1,600,2.7,2,1,0
1615,1617,https://www.domain.com.au/1-1-beaton-place-inverloch-vic-3996-11422060,INVERLOCH VIC 3996,"1/1 Beaton Place, INVERLOCH VIC 3996",1,420,0.4,1,1,2
1616,1618,https://www.domain.com.au/8-7-sanglen-terrace-belmont-vic-3216-16103328,BELMONT VIC 3216,"8/7 Sanglen Terrace, BELMONT VIC 3216",1,370,0.5,1,1,1
1617,1619,https://www.domain.com.au/1-5-te-arai-ave-st-kilda-east-vic-3183-16103327,ST KILDA EAST VIC 3183,"1/5 Te-Arai Ave, ST KILDA EAST VIC 3183",1,525,1.2,2,1,1
1618,1620,https://www.domain.com.au/23a-oak-avenue-doveton-vic-3177-16103325,DOVETON VIC 3177,"23A Oak Avenue, DOVETON VIC 3177",1,360,0.9,2,1,0
1619,1621,https://www.domain.com.au/1-25-ridley-street-albion-vic-3020-16103323,ALBION VIC 3020,"1/25 Ridley Street, ALBION VIC 3020",1,280,0.8,2,1,1
1620,1622,https://www.domain.com.au/16-wallace-place-caroline-springs-vic-3023-15873444,CAROLINE SPRINGS VIC 3023,"16 Wallace Place, CAROLINE SPRINGS VIC 3023",1,330,0.6,2,1,0
1621,1623,https://www.domain.com.au/12-47-waxman-parade-brunswick-west-vic-3055-16103317,BRUNSWICK WEST VIC 3055,"12/47 Waxman Parade, BRUNSWICK WEST VIC 3055",1,335,0.5,2,1,1
1622,1624,https://www.domain.com.au/3-172-victoria-street-brunswick-vic-3056-16103314,BRUNSWICK VIC 3056,"3/172 Victoria Street, BRUNSWICK VIC 3056",1,330,0.9,2,1,1
1623,1625,https://www.domain.com.au/3-46-riviera-street-mentone-vic-3194-16103309,MENTONE VIC 3194,"3/46 Riviera Street, MENTONE VIC 3194",1,330,0.8,2,1,1
1624,1626,https://www.domain.com.au/7-645-malvern-road-toorak-vic-3142-16103291,TOORAK VIC 3142,"7/645 Malvern Road, TOORAK VIC 3142",1,450,0.4,2,1,1
1625,1627,https://www.domain.com.au/13a-avocet-street-doncaster-east-vic-3109-16103280,DONCASTER EAST VIC 3109,"13A Avocet Street, DONCASTER EAST VIC 3109",1,630,0.2,3,2,2
1626,1628,https://www.domain.com.au/12-135-glenhuntly-road-elwood-vic-3184-16103234,ELWOOD VIC 3184,"12/135 Glenhuntly Road, ELWOOD VIC 3184",1,315,0.3,1,1,0
1627,1629,https://www.domain.com.au/5-chenery-street-mansfield-vic-3722-16103261,MANSFIELD VIC 3722,"5 Chenery Street, MANSFIELD VIC 3722",1,750,0.7,1,1,0
1628,1630,https://www.domain.com.au/107-1009-1011-dandenong-road-malvern-east-vic-3145-15361776,MALVERN EAST VIC 3145,"107/1009-1011 Dandenong Road, MALVERN EAST VIC 3145",1,350,1.1,1,1,1
1629,1631,https://www.domain.com.au/13-16-mawbey-street-kensington-vic-3031-16103246,KENSINGTON VIC 3031,"13/16 Mawbey Street, KENSINGTON VIC 3031",1,360,0.5,1,1,1
1630,1632,https://www.domain.com.au/2-90-roberts-street-west-footscray-vic-3012-16103235,WEST FOOTSCRAY VIC 3012,"2/90 Roberts Street, WEST FOOTSCRAY VIC 3012",1,270,0.6,1,1,1
1631,1633,https://www.domain.com.au/16-59-station-street-fairfield-vic-3078-16103221,FAIRFIELD VIC 3078,"16/59 Station Street, FAIRFIELD VIC 3078",1,320,0.4,1,1,1
1632,1634,https://www.domain.com.au/910-225-elizabeth-street-melbourne-vic-3000-14356298,MELBOURNE VIC 3000,"910/225 Elizabeth Street, MELBOURNE VIC 3000",1,450,1.4,1,1,0
1633,1635,https://www.domain.com.au/309-64-macaulay-road-north-melbourne-vic-3051-16103204,NORTH MELBOURNE VIC 3051,"309/64 Macaulay Road, NORTH MELBOURNE VIC 3051",1,570,0.7,2,1,1
1634,1636,https://www.domain.com.au/1605-639-lonsdale-street-melbourne-vic-3000-16103203,MELBOURNE VIC 3000,"1605/639 Lonsdale Street, MELBOURNE VIC 3000",1,630,2,2,1,0
1635,1637,https://www.domain.com.au/2307-60-kavanagh-street-southbank-vic-3006-16103202,SOUTHBANK VIC 3006,"2307/60 Kavanagh Street, SOUTHBANK VIC 3006",1,460,1.1,1,1,0
1636,1638,https://www.domain.com.au/1204-60-kavanagh-street-southbank-vic-3006-16103200,SOUTHBANK VIC 3006,"1204/60 Kavanagh Street, SOUTHBANK VIC 3006",1,550,1.1,2,2,0
1637,1639,https://www.domain.com.au/1001-118-kavanagh-street-southbank-vic-3006-16103199,SOUTHBANK VIC 3006,"1001/118 Kavanagh Street, SOUTHBANK VIC 3006",1,500,0.8,2,2,0
1638,1640,https://www.domain.com.au/3503-560-lonsdale-street-melbourne-vic-3000-16103198,MELBOURNE VIC 3000,"3503/560 Lonsdale Street, MELBOURNE VIC 3000",1,500,1.9,1,1,0
1639,1641,https://www.domain.com.au/1607-8-marmion-place-docklands-vic-3008-16103197,DOCKLANDS VIC 3008,"1607/8 Marmion Place, DOCKLANDS VIC 3008",1,650,2.2,2,2,1
1640,1642,https://www.domain.com.au/3-49-williamson-st-tootgarook-vic-3941-16103196,TOOTGAROOK VIC 3941,"3/49 Williamson St, TOOTGAROOK VIC 3941",1,425,1.1,2,2,1
1641,1643,https://www.domain.com.au/8-1042-doncaster-road-doncaster-east-vic-3109-16103187,DONCASTER EAST VIC 3109,"8/1042 Doncaster Road, DONCASTER EAST VIC 3109",1,460,0.3,2,1,1
1642,1644,https://www.domain.com.au/2-4-lord-street-bacchus-marsh-vic-3340-16103183,BACCHUS MARSH VIC 3340,"2/4 Lord Street, BACCHUS MARSH VIC 3340",1,300,0.5,2,1,1
1643,1645,https://www.domain.com.au/3-29-mernda-ave-carnegie-vic-3163-16103178,CARNEGIE VIC 3163,"3/29 Mernda Ave, CARNEGIE VIC 3163",1,330,0.2,1,1,0
1644,1646,https://www.domain.com.au/307-19-exploration-lane-melbourne-vic-3000-16103172,MELBOURNE VIC 3000,"307/19 Exploration Lane, MELBOURNE VIC 3000",1,400,0.8,1,1,0
1645,1647,https://www.domain.com.au/6-518-bluff-rd-hampton-vic-3188-16103170,HAMPTON VIC 3188,"6/518 Bluff Rd, HAMPTON VIC 3188",1,350,1.5,1,1,1
1646,1648,https://www.domain.com.au/22-399-toorak-rd-south-yarra-vic-3141-16103168,SOUTH YARRA VIC 3141,"22/399 Toorak Rd, SOUTH YARRA VIC 3141",1,900,0.8,2,2,1
1647,1649,https://www.domain.com.au/3-34-durham-road-surrey-hills-vic-3127-16103163,SURREY HILLS VIC 3127,"3/34 Durham Road, SURREY HILLS VIC 3127",1,395,0.6,2,1,1
1648,1650,https://www.domain.com.au/3-34-durham-road-surrey-hills-vic-3127-16103162,SURREY HILLS VIC 3127,"3/34 Durham Road, SURREY HILLS VIC 3127",1,395,0.6,2,1,1
1649,1651,https://www.domain.com.au/10-798-warrigal-road-malvern-east-vic-3145-16103154,MALVERN EAST VIC 3145,"10/798 Warrigal Road, MALVERN EAST VIC 3145",1,360,0.4,2,1,1
1650,1652,https://www.domain.com.au/2106-60-kavanagh-street-southbank-vic-3006-16103147,SOUTHBANK VIC 3006,"2106/60 Kavanagh Street, SOUTHBANK VIC 3006",1,460,1.1,1,1,0
1651,1653,https://www.domain.com.au/909-601-little-lonsdale-street-melbourne-vic-3000-16103146,MELBOURNE VIC 3000,"909/601 Little Lonsdale Street, MELBOURNE VIC 3000",1,440,1.9,1,1,0
1652,1654,https://www.domain.com.au/3415-601-little-lonsdale-street-melbourne-vic-3000-16103144,MELBOURNE VIC 3000,"3415/601 Little Lonsdale Street, MELBOURNE VIC 3000",1,630,1.9,2,2,1
1653,1655,https://www.domain.com.au/103-250-gore-street-fitzroy-vic-3065-16103133,FITZROY VIC 3065,"103/250 Gore Street, FITZROY VIC 3065",1,465,0.3,1,1,1
1654,1656,https://www.domain.com.au/6-4-woods-avenue-mordialloc-vic-3195-16103121,MORDIALLOC VIC 3195,"6/4 Woods Avenue, MORDIALLOC VIC 3195",1,250,0.6,1,1,1
1655,1657,https://www.domain.com.au/2-97-atkinson-street-templestowe-vic-3106-16103100,TEMPLESTOWE VIC 3106,"2/97 Atkinson Street, TEMPLESTOWE VIC 3106",1,500,1.3,2,1,2
1656,1658,https://www.domain.com.au/1516-1-ascot-vale-road-flemington-vic-3031-15000212,FLEMINGTON VIC 3031,"1516/1 Ascot Vale Road, FLEMINGTON VIC 3031",1,390,0.9,1,1,1
1657,1659,https://www.domain.com.au/4806-60-a-beckett-melbourne-vic-3000-14810820,MELBOURNE VIC 3000,"4806/60 A'beckett, MELBOURNE VIC 3000",1,580,1,1,1,0
1658,1660,https://www.domain.com.au/1014-22-24-jane-bell-lane-melbourne-vic-3000-16103081,MELBOURNE VIC 3000,"1014/22-24 Jane Bell Lane, MELBOURNE VIC 3000",1,600,1,2,1,1
